C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_45_315.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_45_315.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_45_315.jpg,0,0,0,4.497399E-06
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_45_408.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_45_408.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_45_408.jpg,0,0,0,1.613827E-05
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_45_507.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_45_507.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_45_507.jpg,0,0,0,6.794957E-06
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_45_606.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_45_606.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_45_606.jpg,0,0.1439406,0,0.054665
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_45_705.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_45_705.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_45_705.jpg,0,0.436122,0,0.484168
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_45_816.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_45_816.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_45_816.jpg,0,0.770529,0,1.370441
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_45_913.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_45_913.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_45_913.jpg,0,1,0,2.466007
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_46_008.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_46_008.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_46_008.jpg,0,1,0,3.623748
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_46_109.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_46_109.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_46_109.jpg,0,1,0,4.794244
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_46_207.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_46_207.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_46_207.jpg,0,1,0,5.952258
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_46_310.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_46_310.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_46_310.jpg,0,1,0,7.099095
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_46_408.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_46_408.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_46_408.jpg,-0.25,1,0,8.219477
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_46_510.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_46_510.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_46_510.jpg,0,1,0,9.339532
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_46_609.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_46_609.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_46_609.jpg,0,1,0,10.45315
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_46_707.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_46_707.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_46_707.jpg,-0.15,1,0,11.64832
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_46_812.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_46_812.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_46_812.jpg,0,1,0,12.47644
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_46_913.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_46_913.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_46_913.jpg,0,1,0,13.71868
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_47_009.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_47_009.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_47_009.jpg,0,1,0,14.80275
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_47_114.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_47_114.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_47_114.jpg,0,1,0,15.76012
C:\Users\HP\Desktop\Car_Data\IMG\center_2019_12_20_09_56_47_219.jpg,C:\Users\HP\Desktop\Car_Data\IMG\left_2019_12_20_09_56_47_219.jpg,C:\Users\HP\Desktop\Car_Data\IMG\right_2019_12_20_09_56_47_219.jpg,-0.1,1,0,16.95473
